458	5	0	-44.445	76.981	4
464	5	0	-44.445	76.981	5
470	8	1	-44.445	102.641	0
473	8	1	-44.445	102.641	0
476	8	1	-44.445	102.641	1
479	8	1	-44.445	102.641	1
482	8	1	-44.445	102.641	2
485	8	1	-44.445	102.641	2
488	8	1	-44.445	102.641	3
491	8	1	-44.445	102.641	3
494	8	1	-44.445	102.641	4
497	8	1	-44.445	102.641	4
500	8	1	-44.445	102.641	5
503	8	1	-44.445	102.641	5
506	12	1	-44.445	128.302	0
509	12	1	-44.445	128.302	0
512	12	1	-44.445	128.302	1
515	12	1	-44.445	128.302	1
518	12	1	-44.445	128.302	2
521	12	1	-44.445	128.302	2
524	12	1	-44.445	128.302	3
527	12	1	-44.445	128.302	3
530	12	1	-44.445	128.302	4
533	12	1	-44.445	128.302	4
536	12	1	-44.445	128.302	5
539	12	1	-44.445	128.302	5
542	16	1	-44.445	153.962	0
545	16	1	-44.445	153.962	0
548	16	1	-44.445	153.962	1
551	16	1	-44.445	153.962	1
554	16	1	-44.445	153.962	2
557	16	1	-44.445	153.962	2
560	16	1	-44.445	153.962	3
563	16	1	-44.445	153.962	3
566	16	1	-44.445	153.962	4
569	16	1	-44.445	153.962	4
572	16	1	-44.445	153.962	5
575	16	1	-44.445	153.962	5
578	21	1	-44.445	179.622	0
581	21	1	-44.445	179.622	0
584	21	1	-44.445	179.622	1
587	21	1	-44.445	179.622	1
590	21	1	-44.445	179.622	2
593	21	1	-44.445	179.622	2
596	21	1	-44.445	179.622	3
599	21	1	-44.445	179.622	3
602	21	1	-44.445	179.622	4
605	21	1	-44.445	179.622	4
608	21	1	-44.445	179.622	5
611	21	1	-44.445	179.622	5
614	11	0	-66.6675	115.471	0
620	11	0	-66.6675	115.471	1
626	11	0	-66.6675	115.471	2
632	11	0	-66.6675	115.471	3
638	11	0	-66.6675	115.471	4
644	11	0	-66.6675	115.471	5
650	15	1	-66.6675	141.132	0
653	15	1	-66.6675	141.132	0
656	15	1	-66.6675	141.132	1
659	15	1	-66.6675	141.132	1
662	15	1	-66.6675	141.132	2
665	15	1	-66.6675	141.132	2
668	15	1	-66.6675	141.132	3
671	15	1	-66.6675	141.132	3
674	15	1	-66.6675	141.132	4
677	15	1	-66.6675	141.132	4
680	15	1	-66.6675	141.132	5
683	15	1	-66.6675	141.132	5
686	20	1	-66.6675	166.792	0
689	20	1	-66.6675	166.792	0
692	20	1	-66.6675	166.792	1
695	20	1	-66.6675	166.792	1
698	20	1	-66.6675	166.792	2
701	20	1	-66.6675	166.792	2
704	20	1	-66.6675	166.792	3
707	20	1	-66.6675	166.792	3
710	20	1	-66.6675	166.792	4
713	20	1	-66.6675	166.792	4
716	20	1	-66.6675	166.792	5
719	20	1	-66.6675	166.792	5
722	19	0	-88.89	153.962	0
728	19	0	-88.89	153.962	1
734	19	0	-88.89	153.962	2
740	19	0	-88.89	153.962	3
746	19	0	-88.89	153.962	4
752	19	0	-88.89	153.962	5
